# lgT[K] lgg[cm/s2] mu lgE[keV] lgI[erg/s/cm2/sr/keV]
# MAGNUS, fatia theta_B = 0 graus; lg I = lg(B_E(T_ef)) + lg w
6.20412 14.3800 0.408283 0.30645 19.25175
6.20412 14.3800 0.408283 0.32421 19.18851
6.20412 14.3800 0.408283 0.34197 19.11805
6.20412 14.3800 0.408283 0.35973 19.04555
6.20412 14.3800 0.408283 0.37749 18.97098
6.20412 14.3800 0.408283 0.39525 18.88711
6.20412 14.3800 0.408283 0.41301 18.80926
6.20412 14.3800 0.408283 0.43077 18.71990
6.20412 14.3800 0.408283 0.44853 18.63130
6.20412 14.3800 0.408283 0.46629 18.53806
6.20412 14.3800 0.408283 0.48405 18.43497
6.20412 14.3800 0.408283 0.50181 18.33918
6.20412 14.3800 0.408283 0.51957 18.22705
6.20412 14.3800 0.408283 0.53733 18.12106
6.20412 14.3800 0.408283 0.55509 18.00523
6.20412 14.3800 0.408283 0.57285 17.88073
6.20412 14.3800 0.408283 0.59061 17.76323
6.20412 14.3800 0.408283 0.60837 17.62290
6.20412 14.3800 0.408283 0.62613 17.49814
6.20412 14.3800 0.408283 0.64389 17.35415
6.20412 14.3800 0.408283 0.66165 17.20575
6.20412 14.3800 0.408283 0.67941 17.06106
6.20412 14.3800 0.408283 0.69718 16.88473
6.20412 14.3800 0.408283 0.71494 16.73957
6.20412 14.3800 0.408283 0.73270 16.55907
6.20412 14.3800 0.408283 0.75046 16.38367
6.20412 14.3800 0.408283 0.76822 16.20330
6.20412 14.3800 0.408283 0.78598 15.98345
6.20412 14.3800 0.408283 0.80374 15.81178
6.20412 14.3800 0.408283 0.82150 15.58182
6.20412 14.3800 0.408283 0.83926 15.37575
6.20412 14.3800 0.408283 0.85702 15.14599
6.20412 14.3800 0.408283 0.87478 14.87983
6.20412 14.3800 0.408283 0.89254 14.66374
6.20412 14.3800 0.408283 0.91030 14.36309
6.20412 14.3800 0.408283 0.92806 14.12254
6.20412 14.3800 0.408283 0.94582 13.82032
6.20412 14.3800 0.408283 0.96358 13.49883
6.20412 14.3800 0.408283 0.98134 13.21595
6.20412 14.3800 0.408283 0.99910 12.80952
6.20412 14.3800 0.408283 1.01686 12.53254
6.20412 14.3800 0.408283 1.03462 12.11836
6.20412 14.3800 0.408283 1.05238 11.73564
6.20412 14.3800 0.408283 1.07014 11.34450
6.20412 14.3800 0.408283 1.08790 10.77512
6.20412 14.3800 0.408283 1.10567 10.46570
6.20412 14.3800 0.408283 1.12343 9.87392
6.20412 14.3800 0.408283 1.14119 9.43715
6.20412 14.3800 0.408283 1.15895 8.86283
6.20412 14.3800 0.408283 1.17671 8.09433
6.20412 14.3800 0.408283 1.19447 6.99588
6.20412 14.3800 0.408283 1.21223 4.99167
6.20412 14.3800 0.408283 1.22999 2.90158
6.20412 14.3800 0.408283 1.24775 0.72200
6.20412 14.3800 0.408283 1.26551 -1.55077
6.20412 14.3800 0.408283 1.28327 -3.92063
6.20412 14.3800 0.408283 1.30103 -6.39166
6.20412 14.3800 0.591717 -1.52288 18.71015
6.20412 14.3800 0.591717 -1.50512 18.71237
6.20412 14.3800 0.591717 -1.48736 18.73727
6.20412 14.3800 0.591717 -1.46960 18.77769
6.20412 14.3800 0.591717 -1.45184 18.81622
6.20412 14.3800 0.591717 -1.43408 18.85147
6.20412 14.3800 0.591717 -1.41632 18.87865
6.20412 14.3800 0.591717 -1.39856 18.90291
6.20412 14.3800 0.591717 -1.38080 18.92444
6.20412 14.3800 0.591717 -1.36303 18.95152
6.20412 14.3800 0.591717 -1.34527 18.97940
6.20412 14.3800 0.591717 -1.32751 19.00668
6.20412 14.3800 0.591717 -1.30975 19.03262
6.20412 14.3800 0.591717 -1.29199 19.05705
6.20412 14.3800 0.591717 -1.27423 19.08717
6.20412 14.3800 0.591717 -1.25647 19.11846
6.20412 14.3800 0.591717 -1.23871 19.14264
6.20412 14.3800 0.591717 -1.22095 19.16635
6.20412 14.3800 0.591717 -1.20319 19.18952
6.20412 14.3800 0.591717 -1.18543 19.21248
6.20412 14.3800 0.591717 -1.16767 19.23520
6.20412 14.3800 0.591717 -1.14991 19.25872
6.20412 14.3800 0.591717 -1.13215 19.28222
6.20412 14.3800 0.591717 -1.11439 19.30605
6.20412 14.3800 0.591717 -1.09663 19.32908
6.20412 14.3800 0.591717 -1.07887 19.35150
6.20412 14.3800 0.591717 -1.06111 19.37157
6.20412 14.3800 0.591717 -1.04335 19.39139
6.20412 14.3800 0.591717 -1.02559 19.41171
6.20412 14.3800 0.591717 -1.00783 19.43162
6.20412 14.3800 0.591717 -0.99007 19.45117
6.20412 14.3800 0.591717 -0.97231 19.46694
6.20412 14.3800 0.591717 -0.95454 19.48187
6.20412 14.3800 0.591717 -0.93678 19.49681
6.20412 14.3800 0.591717 -0.91902 19.51036
6.20412 14.3800 0.591717 -0.90126 19.52197
6.20412 14.3800 0.591717 -0.88350 19.53105
6.20412 14.3800 0.591717 -0.86574 19.53912
6.20412 14.3800 0.591717 -0.84798 19.54203
6.20412 14.3800 0.591717 -0.83022 19.54236
6.20412 14.3800 0.591717 -0.81246 19.53739
6.20412 14.3800 0.591717 -0.79470 19.52357
6.20412 14.3800 0.591717 -0.77694 19.50375
6.20412 14.3800 0.591717 -0.75918 19.46251
6.20412 14.3800 0.591717 -0.74142 19.39471
6.20412 14.3800 0.591717 -0.72366 19.27261
6.20412 14.3800 0.591717 -0.70590 19.04582
6.20412 14.3800 0.591717 -0.68814 19.15026
6.20412 14.3800 0.591717 -0.67038 19.34506
6.20412 14.3800 0.591717 -0.65262 19.47301
6.20412 14.3800 0.591717 -0.63486 19.56023
6.20412 14.3800 0.591717 -0.61710 19.62866
6.20412 14.3800 0.591717 -0.59934 19.68438
6.20412 14.3800 0.591717 -0.58158 19.72985
6.20412 14.3800 0.591717 -0.56382 19.77081
6.20412 14.3800 0.591717 -0.54605 19.80594
6.20412 14.3800 0.591717 -0.52829 19.83835
6.20412 14.3800 0.591717 -0.51053 19.86789
6.20412 14.3800 0.591717 -0.49277 19.89478
6.20412 14.3800 0.591717 -0.47501 19.92036
6.20412 14.3800 0.591717 -0.45725 19.94315
6.20412 14.3800 0.591717 -0.43949 19.96476
6.20412 14.3800 0.591717 -0.42173 19.98447
6.20412 14.3800 0.591717 -0.40397 20.00259
6.20412 14.3800 0.591717 -0.38621 20.01992
6.20412 14.3800 0.591717 -0.36845 20.03480
6.20412 14.3800 0.591717 -0.35069 20.04896
6.20412 14.3800 0.591717 -0.33293 20.06132
6.20412 14.3800 0.591717 -0.31517 20.07224
6.20412 14.3800 0.591717 -0.29741 20.08217
6.20412 14.3800 0.591717 -0.27965 20.09000
6.20412 14.3800 0.591717 -0.26189 20.09716
6.20412 14.3800 0.591717 -0.24413 20.10217
6.20412 14.3800 0.591717 -0.22637 20.10590
6.20412 14.3800 0.591717 -0.20861 20.10833
6.20412 14.3800 0.591717 -0.19085 20.10864
6.20412 14.3800 0.591717 -0.17309 20.10814
6.20412 14.3800 0.591717 -0.15533 20.10528
6.20412 14.3800 0.591717 -0.13757 20.10117
6.20412 14.3800 0.591717 -0.11980 20.09532
6.20412 14.3800 0.591717 -0.10204 20.08747
6.20412 14.3800 0.591717 -0.08428 20.07842
6.20412 14.3800 0.591717 -0.06652 20.06688
6.20412 14.3800 0.591717 -0.04876 20.05395
6.20412 14.3800 0.591717 -0.03100 20.03891
6.20412 14.3800 0.591717 -0.01324 20.02194
6.20412 14.3800 0.591717 0.00452 20.00311
6.20412 14.3800 0.591717 0.02228 19.98208
6.20412 14.3800 0.591717 0.04004 19.95906
6.20412 14.3800 0.591717 0.05780 19.93387
6.20412 14.3800 0.591717 0.07556 19.90663
6.20412 14.3800 0.591717 0.09332 19.87681
6.20412 14.3800 0.591717 0.11108 19.84536
6.20412 14.3800 0.591717 0.12884 19.81088
6.20412 14.3800 0.591717 0.14660 19.77463
6.20412 14.3800 0.591717 0.16436 19.73572
6.20412 14.3800 0.591717 0.18212 19.69373
6.20412 14.3800 0.591717 0.19988 19.65052
6.20412 14.3800 0.591717 0.21764 19.60275
6.20412 14.3800 0.591717 0.23540 19.55453
6.20412 14.3800 0.591717 0.25316 19.50223
6.20412 14.3800 0.591717 0.27092 19.44684
6.20412 14.3800 0.591717 0.28869 19.39026
6.20412 14.3800 0.591717 0.30645 19.32698
6.20412 14.3800 0.591717 0.32421 19.26591
6.20412 14.3800 0.591717 0.34197 19.19802
6.20412 14.3800 0.591717 0.35973 19.12801
6.20412 14.3800 0.591717 0.37749 19.05594
6.20412 14.3800 0.591717 0.39525 18.97504
6.20412 14.3800 0.591717 0.41301 18.89955
6.20412 14.3800 0.591717 0.43077 18.81317
6.20412 14.3800 0.591717 0.44853 18.72727
6.20412 14.3800 0.591717 0.46629 18.63690
6.20412 14.3800 0.591717 0.48405 18.53706
6.20412 14.3800 0.591717 0.50181 18.44391
6.20412 14.3800 0.591717 0.51957 18.33523
6.20412 14.3800 0.591717 0.53733 18.23208
6.20412 14.3800 0.591717 0.55509 18.11952
6.20412 14.3800 0.591717 0.57285 17.99850
6.20412 14.3800 0.591717 0.59061 17.88395
6.20412 14.3800 0.591717 0.60837 17.74756
6.20412 14.3800 0.591717 0.62613 17.62566
6.20412 14.3800 0.591717 0.64389 17.48539
6.20412 14.3800 0.591717 0.66165 17.34056
6.20412 14.3800 0.591717 0.67941 17.19915
6.20412 14.3800 0.591717 0.69718 17.02726
6.20412 14.3800 0.591717 0.71494 16.88481
6.20412 14.3800 0.591717 0.73270 16.70843
6.20412 14.3800 0.591717 0.75046 16.53645
6.20412 14.3800 0.591717 0.76822 16.35963
6.20412 14.3800 0.591717 0.78598 16.14437
6.20412 14.3800 0.591717 0.80374 15.97518
6.20412 14.3800 0.591717 0.82150 15.74953
6.20412 14.3800 0.591717 0.83926 15.54635
6.20412 14.3800 0.591717 0.85702 15.32015
6.20412 14.3800 0.591717 0.87478 15.05784
6.20412 14.3800 0.591717 0.89254 14.84404
6.20412 14.3800 0.591717 0.91030 14.54726
6.20412 14.3800 0.591717 0.92806 14.30851
6.20412 14.3800 0.591717 0.94582 14.00920
6.20412 14.3800 0.591717 0.96358 13.68988
6.20412 14.3800 0.591717 0.98134 13.40855
6.20412 14.3800 0.591717 0.99910 13.00419
6.20412 14.3800 0.591717 1.01686 12.72758
6.20412 14.3800 0.591717 1.03462 12.31424
6.20412 14.3800 0.591717 1.05238 11.93142
6.20412 14.3800 0.591717 1.07014 11.53995
6.20412 14.3800 0.591717 1.08790 10.96894
6.20412 14.3800 0.591717 1.10567 10.65887
6.20412 14.3800 0.591717 1.12343 10.06413
6.20412 14.3800 0.591717 1.14119 9.62587
6.20412 14.3800 0.591717 1.15895 9.04778
6.20412 14.3800 0.591717 1.17671 8.27409
6.20412 14.3800 0.591717 1.19447 6.99588
6.20412 14.3800 0.591717 1.21223 4.99167
6.20412 14.3800 0.591717 1.22999 2.90158
6.20412 14.3800 0.591717 1.24775 0.72200
6.20412 14.3800 0.591717 1.26551 -1.55077
6.20412 14.3800 0.591717 1.28327 -3.92063
6.20412 14.3800 0.591717 1.30103 -6.39166
6.20412 14.3800 0.762766 -1.52288 18.73621
6.20412 14.3800 0.762766 -1.50512 18.75281
6.20412 14.3800 0.762766 -1.48736 18.77956
6.20412 14.3800 0.762766 -1.46960 18.81303
6.20412 14.3800 0.762766 -1.45184 18.83789
6.20412 14.3800 0.762766 -1.43408 18.86264
6.20412 14.3800 0.762766 -1.41632 18.89265
6.20412 14.3800 0.762766 -1.39856 18.92334
6.20412 14.3800 0.762766 -1.38080 18.95462
6.20412 14.3800 0.762766 -1.36303 18.98980
6.20412 14.3800 0.762766 -1.34527 19.02334
6.20412 14.3800 0.762766 -1.32751 19.04422
6.20412 14.3800 0.762766 -1.30975 19.06332
6.20412 14.3800 0.762766 -1.29199 19.08011
6.20412 14.3800 0.762766 -1.27423 19.10990
6.20412 14.3800 0.762766 -1.25647 19.14306
6.20412 14.3800 0.762766 -1.23871 19.16028
6.20412 14.3800 0.762766 -1.22095 19.17993
6.20412 14.3800 0.762766 -1.20319 19.20406
6.20412 14.3800 0.762766 -1.18543 19.23200
6.20412 14.3800 0.762766 -1.16767 19.26146
6.20412 14.3800 0.762766 -1.14991 19.28106
6.20412 14.3800 0.762766 -1.13215 19.30180
6.20412 14.3800 0.762766 -1.11439 19.32684
6.20412 14.3800 0.762766 -1.09663 19.34888
6.20412 14.3800 0.762766 -1.07887 19.36879
6.20412 14.3800 0.762766 -1.06111 19.38839
6.20412 14.3800 0.762766 -1.04335 19.40826
6.20412 14.3800 0.762766 -1.02559 19.42962
6.20412 14.3800 0.762766 -1.00783 19.44804
6.20412 14.3800 0.762766 -0.99007 19.46365
6.20412 14.3800 0.762766 -0.97231 19.47967
6.20412 14.3800 0.762766 -0.95454 19.49558
6.20412 14.3800 0.762766 -0.93678 19.50957
6.20412 14.3800 0.762766 -0.91902 19.52268
6.20412 14.3800 0.762766 -0.90126 19.53454
6.20412 14.3800 0.762766 -0.88350 19.54299
6.20412 14.3800 0.762766 -0.86574 19.55010
6.20412 14.3800 0.762766 -0.84798 19.55284
6.20412 14.3800 0.762766 -0.83022 19.55294
6.20412 14.3800 0.762766 -0.81246 19.54763
6.20412 14.3800 0.762766 -0.79470 19.53361
6.20412 14.3800 0.762766 -0.77694 19.51364
6.20412 14.3800 0.762766 -0.75918 19.47267
6.20412 14.3800 0.762766 -0.74142 19.40599
6.20412 14.3800 0.762766 -0.72366 19.28763
6.20412 14.3800 0.762766 -0.70590 19.07393
6.20412 14.3800 0.762766 -0.68814 19.17134
6.20412 14.3800 0.762766 -0.67038 19.35480
6.20412 14.3800 0.762766 -0.65262 19.47739
6.20412 14.3800 0.762766 -0.63486 19.56166
6.20412 14.3800 0.762766 -0.61710 19.62796
6.20412 14.3800 0.762766 -0.59934 19.68196
6.20412 14.3800 0.762766 -0.58158 19.72586
6.20412 14.3800 0.762766 -0.56382 19.76538
6.20412 14.3800 0.762766 -0.54605 19.79888
6.20412 14.3800 0.762766 -0.52829 19.82988
6.20412 14.3800 0.762766 -0.51053 19.85819
6.20412 14.3800 0.762766 -0.49277 19.88354
6.20412 14.3800 0.762766 -0.47501 19.90755
6.20412 14.3800 0.762766 -0.45725 19.92895
6.20412 14.3800 0.762766 -0.43949 19.94917
6.20412 14.3800 0.762766 -0.42173 19.96744
6.20412 14.3800 0.762766 -0.40397 19.98406
6.20412 14.3800 0.762766 -0.38621 19.99988
6.20412 14.3800 0.762766 -0.36845 20.01340
6.20412 14.3800 0.762766 -0.35069 20.02619
6.20412 14.3800 0.762766 -0.33293 20.03705
6.20412 14.3800 0.762766 -0.31517 20.04650
6.20412 14.3800 0.762766 -0.29741 20.05499
6.20412 14.3800 0.762766 -0.27965 20.06120
6.20412 14.3800 0.762766 -0.26189 20.06671
6.20412 14.3800 0.762766 -0.24413 20.07011
6.20412 14.3800 0.762766 -0.22637 20.07223
6.20412 14.3800 0.762766 -0.20861 20.07302
6.20412 14.3800 0.762766 -0.19085 20.07162
6.20412 14.3800 0.762766 -0.17309 20.06934
6.20412 14.3800 0.762766 -0.15533 20.06466
6.20412 14.3800 0.762766 -0.13757 20.05868
6.20412 14.3800 0.762766 -0.11980 20.05088
6.20412 14.3800 0.762766 -0.10204 20.04107
6.20412 14.3800 0.762766 -0.08428 20.02996
6.20412 14.3800 0.762766 -0.06652 20.01632
6.20412 14.3800 0.762766 -0.04876 20.00118
6.20412 14.3800 0.762766 -0.03100 19.98391
6.20412 14.3800 0.762766 -0.01324 19.96466
6.20412 14.3800 0.762766 0.00452 19.94336
6.20412 14.3800 0.762766 0.02228 19.91998
6.20412 14.3800 0.762766 0.04004 19.89441
6.20412 14.3800 0.762766 0.05780 19.86667
6.20412 14.3800 0.762766 0.07556 19.83678
6.20412 14.3800 0.762766 0.09332 19.80411
6.20412 14.3800 0.762766 0.11108 19.76993
6.20412 14.3800 0.762766 0.12884 19.73239
6.20412 14.3800 0.762766 0.14660 19.69322
6.20412 14.3800 0.762766 0.16436 19.65123
6.20412 14.3800 0.762766 0.18212 19.60597
6.20412 14.3800 0.762766 0.19988 19.55967
6.20412 14.3800 0.762766 0.21764 19.50836
6.20412 14.3800 0.762766 0.23540 19.45690
6.20412 14.3800 0.762766 0.25316 19.40101
6.20412 14.3800 0.762766 0.27092 19.34194
6.20412 14.3800 0.762766 0.28869 19.28181
6.20412 14.3800 0.762766 0.30645 19.21438
6.20412 14.3800 0.762766 0.32421 19.14978
6.20412 14.3800 0.762766 0.34197 19.07773
6.20412 14.3800 0.762766 0.35973 19.00366
6.20412 14.3800 0.762766 0.37749 18.92752
6.20412 14.3800 0.762766 0.39525 18.84180
6.20412 14.3800 0.762766 0.41301 18.76245
6.20412 14.3800 0.762766 0.43077 18.67120
6.20412 14.3800 0.762766 0.44853 18.58087
6.20412 14.3800 0.762766 0.46629 18.48578
6.20412 14.3800 0.762766 0.48405 18.38057
6.20412 14.3800 0.762766 0.50181 18.28302
6.20412 14.3800 0.762766 0.51957 18.16859
6.20412 14.3800 0.762766 0.53733 18.06065
6.20412 14.3800 0.762766 0.55509 17.94254
6.20412 14.3800 0.762766 0.57285 17.81556
6.20412 14.3800 0.762766 0.59061 17.69590
6.20412 14.3800 0.762766 0.60837 17.55262
6.20412 14.3800 0.762766 0.62613 17.42563
6.20412 14.3800 0.762766 0.64389 17.27869
6.20412 14.3800 0.762766 0.66165 17.12733
6.20412 14.3800 0.762766 0.67941 16.97980
6.20412 14.3800 0.762766 0.69718 16.79948
6.20412 14.3800 0.762766 0.71494 16.65169
6.20412 14.3800 0.762766 0.73270 16.46710
6.20412 14.3800 0.762766 0.75046 16.28804
6.20412 14.3800 0.762766 0.76822 16.10368
6.20412 14.3800 0.762766 0.78598 15.87830
6.20412 14.3800 0.762766 0.80374 15.70330
6.20412 14.3800 0.762766 0.82150 15.46733
6.20412 14.3800 0.762766 0.83926 15.25674
6.20412 14.3800 0.762766 0.85702 15.02102
6.20412 14.3800 0.762766 0.87478 14.74760
6.20412 14.3800 0.762766 0.89254 14.52661
6.20412 14.3800 0.762766 0.91030 14.21684
6.20412 14.3800 0.762766 0.92806 13.97102
6.20412 14.3800 0.762766 0.94582 13.65972
6.20412 14.3800 0.762766 0.96358 13.32944
6.20412 14.3800 0.762766 0.98134 13.03914
6.20412 14.3800 0.762766 0.99910 12.61945
6.20412 14.3800 0.762766 1.01686 12.33741
6.20412 14.3800 0.762766 1.03462 11.91025
6.20412 14.3800 0.762766 1.05238 11.51925
6.20412 14.3800 0.762766 1.07014 11.11752
6.20412 14.3800 0.762766 1.08790 10.53219
6.20412 14.3800 0.762766 1.10567 10.21961
6.20412 14.3800 0.762766 1.12343 9.61343
6.20412 14.3800 0.762766 1.14119 9.17218
6.20412 14.3800 0.762766 1.15895 8.58676
6.20412 14.3800 0.762766 1.17671 7.80823
6.20412 14.3800 0.762766 1.19447 6.99588
6.20412 14.3800 0.762766 1.21223 4.99167
6.20412 14.3800 0.762766 1.22999 2.90158
6.20412 14.3800 0.762766 1.24775 0.72200
6.20412 14.3800 0.762766 1.26551 -1.55077
6.20412 14.3800 0.762766 1.28327 -3.92063
6.20412 14.3800 0.762766 1.30103 -6.39166
6.20412 14.3800 0.898333 -1.52288 18.72396
6.20412 14.3800 0.898333 -1.50512 18.76382
6.20412 14.3800 0.898333 -1.48736 18.79883
6.20412 14.3800 0.898333 -1.46960 18.83039
6.20412 14.3800 0.898333 -1.45184 18.86326
6.20412 14.3800 0.898333 -1.43408 18.89191
6.20412 14.3800 0.898333 -1.41632 18.90492
6.20412 14.3800 0.898333 -1.39856 18.92970
6.20412 14.3800 0.898333 -1.38080 18.96541
6.20412 14.3800 0.898333 -1.36303 19.00112
6.20412 14.3800 0.898333 -1.34527 19.03408
6.20412 14.3800 0.898333 -1.32751 19.05233
6.20412 14.3800 0.898333 -1.30975 19.07286
6.20412 14.3800 0.898333 -1.29199 19.09639
6.20412 14.3800 0.898333 -1.27423 19.12499
6.20412 14.3800 0.898333 -1.25647 19.15476
6.20412 14.3800 0.898333 -1.23871 19.18097
6.20412 14.3800 0.898333 -1.22095 19.20406
6.20412 14.3800 0.898333 -1.20319 19.22188
6.20412 14.3800 0.898333 -1.18543 19.24379
6.20412 14.3800 0.898333 -1.16767 19.26765
6.20412 14.3800 0.898333 -1.14991 19.28636
6.20412 14.3800 0.898333 -1.13215 19.30709
6.20412 14.3800 0.898333 -1.11439 19.33387
6.20412 14.3800 0.898333 -1.09663 19.35584
6.20412 14.3800 0.898333 -1.07887 19.37446
6.20412 14.3800 0.898333 -1.06111 19.39278
6.20412 14.3800 0.898333 -1.04335 19.41114
6.20412 14.3800 0.898333 -1.02559 19.42983
6.20412 14.3800 0.898333 -1.00783 19.44637
6.20412 14.3800 0.898333 -0.99007 19.46082
6.20412 14.3800 0.898333 -0.97231 19.47633
6.20412 14.3800 0.898333 -0.95454 19.49173
6.20412 14.3800 0.898333 -0.93678 19.50398
6.20412 14.3800 0.898333 -0.91902 19.51532
6.20412 14.3800 0.898333 -0.90126 19.52537
6.20412 14.3800 0.898333 -0.88350 19.53249
6.20412 14.3800 0.898333 -0.86574 19.53842
6.20412 14.3800 0.898333 -0.84798 19.53954
6.20412 14.3800 0.898333 -0.83022 19.53793
6.20412 14.3800 0.898333 -0.81246 19.53073
6.20412 14.3800 0.898333 -0.79470 19.51440
6.20412 14.3800 0.898333 -0.77694 19.49165
6.20412 14.3800 0.898333 -0.75918 19.44836
6.20412 14.3800 0.898333 -0.74142 19.38179
6.20412 14.3800 0.898333 -0.72366 19.27445
6.20412 14.3800 0.898333 -0.70590 19.09888
6.20412 14.3800 0.898333 -0.68814 19.17549
6.20412 14.3800 0.898333 -0.67038 19.32634
6.20412 14.3800 0.898333 -0.65262 19.43566
6.20412 14.3800 0.898333 -0.63486 19.51553
6.20412 14.3800 0.898333 -0.61710 19.57928
6.20412 14.3800 0.898333 -0.59934 19.63177
6.20412 14.3800 0.898333 -0.58158 19.67395
6.20412 14.3800 0.898333 -0.56382 19.71179
6.20412 14.3800 0.898333 -0.54605 19.74315
6.20412 14.3800 0.898333 -0.52829 19.77174
6.20412 14.3800 0.898333 -0.51053 19.79723
6.20412 14.3800 0.898333 -0.49277 19.81981
6.20412 14.3800 0.898333 -0.47501 19.84111
6.20412 14.3800 0.898333 -0.45725 19.85908
6.20412 14.3800 0.898333 -0.43949 19.87601
6.20412 14.3800 0.898333 -0.42173 19.89105
6.20412 14.3800 0.898333 -0.40397 19.90422
6.20412 14.3800 0.898333 -0.38621 19.91649
6.20412 14.3800 0.898333 -0.36845 19.92613
6.20412 14.3800 0.898333 -0.35069 19.93505
6.20412 14.3800 0.898333 -0.33293 19.94197
6.20412 14.3800 0.898333 -0.31517 19.94738
6.20412 14.3800 0.898333 -0.29741 19.95170
6.20412 14.3800 0.898333 -0.27965 19.95357
6.20412 14.3800 0.898333 -0.26189 19.95462
6.20412 14.3800 0.898333 -0.24413 19.95335
6.20412 14.3800 0.898333 -0.22637 19.95066
6.20412 14.3800 0.898333 -0.20861 19.94645
6.20412 14.3800 0.898333 -0.19085 19.93991
6.20412 14.3800 0.898333 -0.17309 19.93221
6.20412 14.3800 0.898333 -0.15533 19.92194
6.20412 14.3800 0.898333 -0.13757 19.91016
6.20412 14.3800 0.898333 -0.11980 19.89637
6.20412 14.3800 0.898333 -0.10204 19.88040
6.20412 14.3800 0.898333 -0.08428 19.86264
6.20412 14.3800 0.898333 -0.06652 19.84243
6.20412 14.3800 0.898333 -0.04876 19.82026
6.20412 14.3800 0.898333 -0.03100 19.79575
6.20412 14.3800 0.898333 -0.01324 19.76911
6.20412 14.3800 0.898333 0.00452 19.73977
6.20412 14.3800 0.898333 0.02228 19.70869
6.20412 14.3800 0.898333 0.04004 19.67462
6.20412 14.3800 0.898333 0.05780 19.63836
6.20412 14.3800 0.898333 0.07556 19.59967
6.20412 14.3800 0.898333 0.09332 19.55743
6.20412 14.3800 0.898333 0.11108 19.51428
6.20412 14.3800 0.898333 0.12884 19.46656
6.20412 14.3800 0.898333 0.14660 19.41765
6.20412 14.3800 0.898333 0.16436 19.36526
6.20412 14.3800 0.898333 0.18212 19.30890
6.20412 14.3800 0.898333 0.19988 19.25218
6.20412 14.3800 0.898333 0.21764 19.18870
6.20412 14.3800 0.898333 0.23540 19.12636
6.20412 14.3800 0.898333 0.25316 19.05825
6.20412 14.3800 0.898333 0.27092 18.98663
6.20412 14.3800 0.898333 0.28869 18.91447
6.20412 14.3800 0.898333 0.30645 18.83262
6.20412 14.3800 0.898333 0.32421 18.75616
6.20412 14.3800 0.898333 0.34197 18.66978
6.20412 14.3800 0.898333 0.35973 18.58183
6.20412 14.3800 0.898333 0.37749 18.49179
6.20412 14.3800 0.898333 0.39525 18.38940
6.20412 14.3800 0.898333 0.41301 18.29710
6.20412 14.3800 0.898333 0.43077 18.18909
6.20412 14.3800 0.898333 0.44853 18.08374
6.20412 14.3800 0.898333 0.46629 17.97256
6.20412 14.3800 0.898333 0.48405 17.84894
6.20412 14.3800 0.898333 0.50181 17.73671
6.20412 14.3800 0.898333 0.51957 17.60264
6.20412 14.3800 0.898333 0.53733 17.47888
6.20412 14.3800 0.898333 0.55509 17.34209
6.20412 14.3800 0.898333 0.57285 17.19528
6.20412 14.3800 0.898333 0.59061 17.05892
6.20412 14.3800 0.898333 0.60837 16.89275
6.20412 14.3800 0.898333 0.62613 16.74970
6.20412 14.3800 0.898333 0.64389 16.58120
6.20412 14.3800 0.898333 0.66165 16.40937
6.20412 14.3800 0.898333 0.67941 16.24301
6.20412 14.3800 0.898333 0.69718 16.03668
6.20412 14.3800 0.898333 0.71494 15.87380
6.20412 14.3800 0.898333 0.73270 15.66527
6.20412 14.3800 0.898333 0.75046 15.46710
6.20412 14.3800 0.898333 0.76822 15.26274
6.20412 14.3800 0.898333 0.78598 15.01171
6.20412 14.3800 0.898333 0.80374 14.82404
6.20412 14.3800 0.898333 0.82150 14.56533
6.20412 14.3800 0.898333 0.83926 14.34131
6.20412 14.3800 0.898333 0.85702 14.08904
6.20412 14.3800 0.898333 0.87478 13.80014
6.20412 14.3800 0.898333 0.89254 13.57170
6.20412 14.3800 0.898333 0.91030 13.25120
6.20412 14.3800 0.898333 0.92806 13.00365
6.20412 14.3800 0.898333 0.94582 12.69069
6.20412 14.3800 0.898333 0.96358 12.36484
6.20412 14.3800 0.898333 0.98134 12.08060
6.20412 14.3800 0.898333 0.99910 11.67745
6.20412 14.3800 0.898333 1.01686 11.40481
6.20412 14.3800 0.898333 1.03462 11.00196
6.20412 14.3800 0.898333 1.05238 10.63032
6.20412 14.3800 0.898333 1.07014 10.25382
6.20412 14.3800 0.898333 1.08790 9.71152
6.20412 14.3800 0.898333 1.10567 9.40907
6.20412 14.3800 0.898333 1.12343 8.84741
6.20412 14.3800 0.898333 1.14119 8.42279
6.20412 14.3800 0.898333 1.15895 7.87755
6.20412 14.3800 0.898333 1.17671 7.14429
6.20412 14.3800 0.898333 1.19447 6.77654
6.20412 14.3800 0.898333 1.21223 4.99167
6.20412 14.3800 0.898333 1.22999 2.90158
6.20412 14.3800 0.898333 1.24775 0.72200
6.20412 14.3800 0.898333 1.26551 -1.55077
6.20412 14.3800 0.898333 1.28327 -3.92063
6.20412 14.3800 0.898333 1.30103 -6.39166
6.20412 14.3800 0.980145 -1.52288 18.73962
6.20412 14.3800 0.980145 -1.50512 18.80098
6.20412 14.3800 0.980145 -1.48736 18.83900
6.20412 14.3800 0.980145 -1.46960 18.86212
6.20412 14.3800 0.980145 -1.45184 18.88625
6.20412 14.3800 0.980145 -1.43408 18.90806
6.20412 14.3800 0.980145 -1.41632 18.92018
6.20412 14.3800 0.980145 -1.39856 18.94195
